461	415	531	518	
446	475	543	591	
0	242	313	418	
87	318	431	698	
0	376	80	455	
237	363	698	698	
254	407	404	560	
0	140	485	438	
501	542	598	672	
0	317	258	698	
0	0	698	698	
272	407	404	560	
0	317	238	640	
142	433	236	634	
87	318	457	698	
561	457	691	593	
483	577	698	698	
41	507	144	698	
404	475	543	698	
245	363	362	427	
170	322	233	381	
38	433	238	698	
0	389	174	640	
245	363	468	560	
186	0	424	93	
319	501	376	612	
249	406	483	678	
561	457	698	622	
0	317	239	698	
465	390	698	698	
95	447	431	698	
481	576	698	698	
0	140	630	438	
335	408	468	546	
0	582	55	698	
483	457	698	698	
186	0	425	93	
388	609	439	698	
501	519	662	698	
38	433	236	698	
87	447	431	698	
0	0	698	588	
501	519	606	672	
249	392	483	678	
38	433	237	698	
0	0	698	553	
272	407	404	524	
249	407	404	617	
404	390	698	698	
252	363	362	427	
404	557	515	698	
460	415	531	518	
186	20	394	92	
0	317	238	698	
483	397	698	698	
483	576	698	698	
335	408	468	560	
245	363	698	698	
238	422	342	537	
0	140	485	334	
547	400	655	522	
483	519	662	698	
549	400	655	521	
249	407	483	678	
331	408	468	560	
0	242	457	698	
335	408	463	495	
386	609	439	698	
249	407	433	678	
334	408	468	560	
238	363	698	698	
462	416	531	518	
561	520	691	593	
186	0	427	93	
0	242	313	420	
331	384	468	560	
41	433	236	698	
389	609	439	698	
249	407	404	560	
0	144	485	334	
549	400	655	522	
0	373	207	640	
595	413	645	481	
