0	535	238	698	
443	0	576	163	
497	5	698	268	
477	544	698	698	
476	352	695	666	
0	477	74	528	
0	52	78	133	
0	588	234	698	
178	103	300	223	
205	616	278	698	
401	0	548	268	
250	248	374	335	
250	109	374	335	
613	459	698	602	
472	249	698	675	
0	127	46	231	
389	0	698	287	
0	535	238	673	
110	82	388	346	
0	226	312	698	
129	87	349	349	
110	82	388	327	
401	0	548	286	
0	362	248	640	
110	82	388	368	
216	446	312	642	
472	294	698	675	
401	0	672	286	
444	0	551	151	
567	251	698	417	
375	0	698	287	
17	271	253	421	
472	251	698	675	
129	87	376	349	
547	187	698	254	
513	352	593	435	
224	531	283	635	
625	522	698	602	
613	459	665	522	
0	477	74	527	
216	446	312	635	
139	353	312	698	
50	226	194	364	
216	446	312	640	
0	0	387	328	
476	352	698	698	
645	256	698	349	
0	540	51	673	
388	0	698	287	
444	0	576	163	
542	57	698	137	
513	348	593	435	
444	0	551	163	
177	103	300	223	
581	456	698	556	
0	271	253	421	
414	0	548	268	
472	435	698	675	
18	226	194	364	
0	134	35	231	
472	424	698	675	
56	82	387	328	
216	446	311	635	
578	456	698	556	
110	82	369	239	
513	347	593	435	
29	581	159	640	
0	0	180	113	
0	0	387	698	
0	270	143	374	
389	0	672	286	
110	82	388	295	
176	102	300	224	
476	352	698	666	
0	364	246	560	
0	483	159	640	
0	483	129	620	
77	0	180	101	
389	146	460	238	
613	459	665	524	
0	0	698	698	
64	287	253	402	
476	435	695	666	
550	0	624	57	
224	513	311	635	
611	447	698	602	
0	364	246	640	
472	249	698	679	
243	114	288	188	
49	535	238	613	
497	4	698	268	
550	0	629	62	
0	0	83	102	
0	127	46	232	
389	0	698	286	
0	291	83	373	
50	226	191	364	
414	48	548	268	
542	435	695	614	
568	435	698	586	
216	461	311	635	
558	178	698	230	
542	435	695	666	
0	271	312	698	
649	283	698	349	
64	287	202	385	
56	82	270	264	
618	309	698	434	
648	283	698	349	
246	98	387	328	
216	446	312	698	
110	82	388	297	
110	82	369	253	
0	270	143	373	
176	103	300	224	
250	109	376	335	
206	622	278	698	
375	0	698	679	
221	513	311	635	
558	178	698	229	
10	271	253	421	
