655	484	698	598	
391	310	519	431	
0	566	224	698	
393	478	493	668	
391	310	517	431	
385	308	515	434	
0	495	424	698	
385	307	698	698	
472	525	625	698	
132	470	479	602	
514	430	698	698	
393	473	626	698	
483	442	534	528	
483	442	536	528	
116	464	479	698	
599	589	698	698	
89	464	479	698	
587	370	662	448	
0	99	698	637	
427	610	485	698	
542	0	698	69	
391	310	508	415	
427	610	504	698	
611	589	698	684	
0	518	227	698	
0	99	698	598	
580	449	698	525	
385	306	698	698	
521	430	698	698	
602	650	698	698	
385	308	698	698	
521	430	698	606	
0	0	698	698	
543	0	698	69	
514	370	698	698	
0	98	698	698	
393	478	625	698	
132	470	479	600	
132	464	479	602	
525	434	698	606	
0	99	698	698	
117	557	428	698	
525	430	698	606	
117	464	479	698	
393	473	625	698	
