0	471	101	549	
445	617	622	698	
455	58	698	548	
279	423	446	541	
158	533	226	618	
196	388	303	572	
643	524	698	640	
403	32	698	621	
439	604	639	698	
279	422	455	541	
0	231	455	698	
0	158	95	284	
201	390	303	541	
158	511	243	618	
457	84	593	455	
130	539	376	698	
479	482	664	599	
170	425	698	698	
401	483	698	698	
525	497	663	591	
0	432	104	519	
517	239	608	473	
73	388	698	698	
73	421	190	621	
452	58	698	548	
305	570	373	650	
439	604	622	698	
429	32	698	193	
517	570	698	698	
73	421	195	621	
0	432	110	614	
361	425	698	698	
170	481	343	652	
655	533	698	640	
479	482	665	599	
479	498	698	698	
517	220	614	473	
403	32	698	218	
517	239	609	473	
80	231	275	483	
90	231	275	483	
0	32	698	698	
201	388	303	541	
501	192	698	548	
455	58	698	369	
80	231	275	503	
279	428	408	541	
41	611	168	698	
479	460	665	599	
479	522	698	698	
403	32	698	608	
170	481	307	652	
439	582	639	698	
170	518	307	652	
0	231	455	630	
201	390	287	541	
0	527	107	698	
80	231	455	565	
171	518	307	643	
0	532	107	698	
0	0	698	474	
0	231	455	652	
455	58	698	326	
388	425	698	698	
0	0	698	481	
388	426	548	698	
479	482	646	599	
0	0	698	698	
403	32	698	238	
0	0	698	476	
0	0	698	495	
439	617	622	698	
525	497	664	591	
457	76	620	455	
452	58	698	599	
0	532	97	678	
73	421	698	698	
361	529	424	698	
0	532	53	666	
75	425	698	698	
403	32	698	601	
20	500	105	630	
0	231	698	698	
0	644	107	698	
297	496	377	565	
403	32	698	640	
0	231	455	614	
452	58	698	601	
41	611	172	698	
307	598	369	698	
158	481	343	652	
517	571	698	698	
305	425	698	698	
452	76	620	455	
501	80	698	548	
279	422	455	565	
305	584	364	650	
279	428	382	541	
268	398	455	565	
0	471	101	563	
517	239	611	473	
403	32	698	193	
