152	437	311	630	
227	497	443	698	
524	517	698	636	
0	0	698	698	
482	589	591	698	
402	422	698	649	
331	396	698	698	
152	437	311	564	
0	506	142	698	
331	396	698	649	
416	510	520	658	
560	426	658	520	
0	60	360	235	
527	434	698	601	
0	60	360	240	
227	497	450	698	
522	516	698	698	
524	517	630	569	
363	380	570	481	
402	453	698	647	
368	411	423	498	
482	589	581	698	
0	0	698	248	
187	540	253	689	
277	380	570	481	
0	281	698	632	
0	368	169	464	
0	88	698	644	
0	506	297	698	
0	88	698	698	
480	589	591	698	
568	634	632	698	
0	506	247	698	
560	426	660	520	
402	396	698	649	
251	497	443	698	
368	411	425	498	
562	426	658	510	
359	529	395	631	
402	453	575	597	
119	518	247	698	
327	396	698	698	
0	0	259	239	
402	426	698	647	
179	521	375	698	
0	60	342	235	
662	396	698	483	
561	562	671	698	
368	396	698	649	
179	582	327	698	
226	521	361	660	
0	281	698	698	
303	383	423	494	
522	516	698	636	
402	453	575	603	
487	391	580	462	
0	497	450	698	
402	425	698	649	
524	517	698	631	
277	380	698	632	
402	426	698	649	
0	88	698	550	
0	0	698	239	
0	281	698	667	
0	499	297	698	
179	582	322	698	
226	521	375	660	
527	434	698	632	
613	28	698	129	
195	3	313	169	
0	291	160	449	
0	499	360	698	
438	590	495	698	
0	88	698	580	
568	634	633	698	
429	517	520	658	
487	392	558	462	
277	380	582	494	
